calendar_date,duration_in_sec,start_date_ts,start_time_offset_s,unmeasurable_sleep_s,deep_sleep_s,light_sleep_s,rem_sleep_s,awake_s,sleep_levels_map.deep,sleep_levels_map_light,sleep_levels_map_awake,sleep_levels_map_rem,,sleep_levels_map_unmeasurable,validation
14/11/2023,34440,13/11/2023 22:03,0,0,4560,29280,600,660,"[{""startTimeInSeconds"":1699917600,""endTimeInSeconds"":1699918380},{""startTimeInSeconds"":1699918440,""endTimeInSeconds"":1699918740},{""startTimeInSeconds"":1699920120,""endTimeInSeconds"":1699921140},{""startTimeInSeconds"":1699921680,""endTimeInSeconds"":1699922280},{""startTimeInSeconds"":1699922880,""endTimeInSeconds"":1699924500},{""startTimeInSeconds"":1699928640,""endTimeInSeconds"":1699928880}]","[{""startTimeInSeconds"":1699912980,""endTimeInSeconds"":1699914060},{""startTimeInSeconds"":1699914180,""endTimeInSeconds"":1699915980},{""startTimeInSeconds"":1699916460,""endTimeInSeconds"":1699917600},{""startTimeInSeconds"":1699918740,""endTimeInSeconds"":1699920120},{""startTimeInSeconds"":1699921140,""endTimeInSeconds"":1699921680},{""startTimeInSeconds"":1699922280,""endTimeInSeconds"":1699922880},{""startTimeInSeconds"":1699924500,""endTimeInSeconds"":1699924680},{""startTimeInSeconds"":1699924740,""endTimeInSeconds"":1699928640},{""startTimeInSeconds"":1699928880,""endTimeInSeconds"":1699937760},{""startTimeInSeconds"":1699937880,""endTimeInSeconds"":1699938540},{""startTimeInSeconds"":1699938600,""endTimeInSeconds"":1699947720}]","[{""startTimeInSeconds"":1699914060,""endTimeInSeconds"":1699914180},{""startTimeInSeconds"":1699915980,""endTimeInSeconds"":1699916460},{""startTimeInSeconds"":1699918380,""endTimeInSeconds"":1699918440}]","[{""startTimeInSeconds"":1699924680,""endTimeInSeconds"":1699924740},{""startTimeInSeconds"":1699937760,""endTimeInSeconds"":1699937880},{""startTimeInSeconds"":1699938540,""endTimeInSeconds"":1699938600},{""startTimeInSeconds"":1699947720,""endTimeInSeconds"":1699948080}]",,,ENHANCED_FINAL
15/11/2023,34320,14/11/2023 21:50,0,0,840,28980,4500,720,"[{""startTimeInSeconds"":1700006580,""endTimeInSeconds"":1700006820},{""startTimeInSeconds"":1700008320,""endTimeInSeconds"":1700008560},{""startTimeInSeconds"":1700019660,""endTimeInSeconds"":1700020020}]","[{""startTimeInSeconds"":1699998600,""endTimeInSeconds"":1700000580},{""startTimeInSeconds"":1700000700,""endTimeInSeconds"":1700001420},{""startTimeInSeconds"":1700001660,""endTimeInSeconds"":1700003400},{""startTimeInSeconds"":1700004840,""endTimeInSeconds"":1700006580},{""startTimeInSeconds"":1700006820,""endTimeInSeconds"":1700008320},{""startTimeInSeconds"":1700008560,""endTimeInSeconds"":1700009820},{""startTimeInSeconds"":1700011380,""endTimeInSeconds"":1700016120},{""startTimeInSeconds"":1700016180,""endTimeInSeconds"":1700016600},{""startTimeInSeconds"":1700016660,""endTimeInSeconds"":1700019660},{""startTimeInSeconds"":1700020020,""endTimeInSeconds"":1700023140},{""startTimeInSeconds"":1700023200,""endTimeInSeconds"":1700023500},{""startTimeInSeconds"":1700023680,""endTimeInSeconds"":1700028060},{""startTimeInSeconds"":1700029560,""endTimeInSeconds"":1700033640}]","[{""startTimeInSeconds"":1700000580,""endTimeInSeconds"":1700000700},{""startTimeInSeconds"":1700001420,""endTimeInSeconds"":1700001660},{""startTimeInSeconds"":1700016120,""endTimeInSeconds"":1700016180},{""startTimeInSeconds"":1700016600,""endTimeInSeconds"":1700016660},{""startTimeInSeconds"":1700023140,""endTimeInSeconds"":1700023200},{""startTimeInSeconds"":1700023500,""endTimeInSeconds"":1700023680}]","[{""startTimeInSeconds"":1700003400,""endTimeInSeconds"":1700004840},{""startTimeInSeconds"":1700009820,""endTimeInSeconds"":1700011380},{""startTimeInSeconds"":1700028060,""endTimeInSeconds"":1700029560}]",,,ENHANCED_FINAL
16/11/2023,28800,15/11/2023 22:48,0,0,4320,23340,1140,720,"[{""startTimeInSeconds"":1700090880,""endTimeInSeconds"":1700091900},{""startTimeInSeconds"":1700094060,""endTimeInSeconds"":1700096160},{""startTimeInSeconds"":1700096640,""endTimeInSeconds"":1700097060},{""startTimeInSeconds"":1700101680,""endTimeInSeconds"":1700102040},{""startTimeInSeconds"":1700103180,""endTimeInSeconds"":1700103600}]","[{""startTimeInSeconds"":1700088480,""endTimeInSeconds"":1700089080},{""startTimeInSeconds"":1700089200,""endTimeInSeconds"":1700089320},{""startTimeInSeconds"":1700089800,""endTimeInSeconds"":1700090880},{""startTimeInSeconds"":1700091900,""endTimeInSeconds"":1700092380},{""startTimeInSeconds"":1700092440,""endTimeInSeconds"":1700094060},{""startTimeInSeconds"":1700096160,""endTimeInSeconds"":1700096640},{""startTimeInSeconds"":1700097060,""endTimeInSeconds"":1700097660},{""startTimeInSeconds"":1700098440,""endTimeInSeconds"":1700101680},{""startTimeInSeconds"":1700102040,""endTimeInSeconds"":1700103180},{""startTimeInSeconds"":1700103600,""endTimeInSeconds"":1700109540},{""startTimeInSeconds"":1700109600,""endTimeInSeconds"":1700109660},{""startTimeInSeconds"":1700109960,""endTimeInSeconds"":1700117760},{""startTimeInSeconds"":1700117820,""endTimeInSeconds"":1700118000}]","[{""startTimeInSeconds"":1700089080,""endTimeInSeconds"":1700089200},{""startTimeInSeconds"":1700089320,""endTimeInSeconds"":1700089800},{""startTimeInSeconds"":1700092380,""endTimeInSeconds"":1700092440},{""startTimeInSeconds"":1700117760,""endTimeInSeconds"":1700117820}]","[{""startTimeInSeconds"":1700097660,""endTimeInSeconds"":1700098440},{""startTimeInSeconds"":1700109540,""endTimeInSeconds"":1700109600},{""startTimeInSeconds"":1700109660,""endTimeInSeconds"":1700109960}]",,,ENHANCED_FINAL
17/11/2023,31680,16/11/2023 22:50,0,0,4200,25860,1620,660,"[{""startTimeInSeconds"":1700181060,""endTimeInSeconds"":1700181360},{""startTimeInSeconds"":1700182800,""endTimeInSeconds"":1700184660},{""startTimeInSeconds"":1700184900,""endTimeInSeconds"":1700186100},{""startTimeInSeconds"":1700190240,""endTimeInSeconds"":1700190780},{""startTimeInSeconds"":1700190840,""endTimeInSeconds"":1700191140}]","[{""startTimeInSeconds"":1700175000,""endTimeInSeconds"":1700175240},{""startTimeInSeconds"":1700175300,""endTimeInSeconds"":1700176080},{""startTimeInSeconds"":1700176140,""endTimeInSeconds"":1700176440},{""startTimeInSeconds"":1700176500,""endTimeInSeconds"":1700176560},{""startTimeInSeconds"":1700176620,""endTimeInSeconds"":1700176920},{""startTimeInSeconds"":1700177700,""endTimeInSeconds"":1700181000},{""startTimeInSeconds"":1700181360,""endTimeInSeconds"":1700182800},{""startTimeInSeconds"":1700184660,""endTimeInSeconds"":1700184900},{""startTimeInSeconds"":1700186100,""endTimeInSeconds"":1700186820},{""startTimeInSeconds"":1700186880,""endTimeInSeconds"":1700186940},{""startTimeInSeconds"":1700187000,""endTimeInSeconds"":1700187120},{""startTimeInSeconds"":1700187180,""endTimeInSeconds"":1700190240},{""startTimeInSeconds"":1700190780,""endTimeInSeconds"":1700190840},{""startTimeInSeconds"":1700191140,""endTimeInSeconds"":1700194560},{""startTimeInSeconds"":1700194620,""endTimeInSeconds"":1700194680},{""startTimeInSeconds"":1700194800,""endTimeInSeconds"":1700195820},{""startTimeInSeconds"":1700196240,""endTimeInSeconds"":1700202960},{""startTimeInSeconds"":1700203020,""endTimeInSeconds"":1700203080},{""startTimeInSeconds"":1700203440,""endTimeInSeconds"":1700207340}]","[{""startTimeInSeconds"":1700175240,""endTimeInSeconds"":1700175300},{""startTimeInSeconds"":1700176080,""endTimeInSeconds"":1700176140},{""startTimeInSeconds"":1700176440,""endTimeInSeconds"":1700176500},{""startTimeInSeconds"":1700176560,""endTimeInSeconds"":1700176620},{""startTimeInSeconds"":1700177220,""endTimeInSeconds"":1700177400},{""startTimeInSeconds"":1700177520,""endTimeInSeconds"":1700177700},{""startTimeInSeconds"":1700181000,""endTimeInSeconds"":1700181060}]","[{""startTimeInSeconds"":1700176920,""endTimeInSeconds"":1700177220},{""startTimeInSeconds"":1700177400,""endTimeInSeconds"":1700177520},{""startTimeInSeconds"":1700186820,""endTimeInSeconds"":1700186880},{""startTimeInSeconds"":1700186940,""endTimeInSeconds"":1700187000},{""startTimeInSeconds"":1700187120,""endTimeInSeconds"":1700187180},{""startTimeInSeconds"":1700194560,""endTimeInSeconds"":1700194620},{""startTimeInSeconds"":1700194680,""endTimeInSeconds"":1700194800},{""startTimeInSeconds"":1700195820,""endTimeInSeconds"":1700196240},{""startTimeInSeconds"":1700202960,""endTimeInSeconds"":1700203020},{""startTimeInSeconds"":1700203080,""endTimeInSeconds"":1700203440}]",,,ENHANCED_FINAL
18/11/2023,33900,17/11/2023 23:16,0,0,2640,27480,3780,60,"[{""startTimeInSeconds"":1700264640,""endTimeInSeconds"":1700264700},{""startTimeInSeconds"":1700265720,""endTimeInSeconds"":1700265840},{""startTimeInSeconds"":1700266500,""endTimeInSeconds"":1700268060},{""startTimeInSeconds"":1700268240,""endTimeInSeconds"":1700268540},{""startTimeInSeconds"":1700272980,""endTimeInSeconds"":1700273580}]","[{""startTimeInSeconds"":1700262960,""endTimeInSeconds"":1700264640},{""startTimeInSeconds"":1700264700,""endTimeInSeconds"":1700265720},{""startTimeInSeconds"":1700265840,""endTimeInSeconds"":1700266500},{""startTimeInSeconds"":1700268060,""endTimeInSeconds"":1700268240},{""startTimeInSeconds"":1700268540,""endTimeInSeconds"":1700269200},{""startTimeInSeconds"":1700269860,""endTimeInSeconds"":1700270040},{""startTimeInSeconds"":1700270460,""endTimeInSeconds"":1700272980},{""startTimeInSeconds"":1700273580,""endTimeInSeconds"":1700277720},{""startTimeInSeconds"":1700277780,""endTimeInSeconds"":1700277840},{""startTimeInSeconds"":1700278260,""endTimeInSeconds"":1700278860},{""startTimeInSeconds"":1700278980,""endTimeInSeconds"":1700279160},{""startTimeInSeconds"":1700279220,""endTimeInSeconds"":1700287140},{""startTimeInSeconds"":1700288460,""endTimeInSeconds"":1700288520},{""startTimeInSeconds"":1700289180,""endTimeInSeconds"":1700289900},{""startTimeInSeconds"":1700289960,""endTimeInSeconds"":1700290020},{""startTimeInSeconds"":1700290080,""endTimeInSeconds"":1700296920}]","[{""startTimeInSeconds"":1700279160,""endTimeInSeconds"":1700279220}]","[{""startTimeInSeconds"":1700269200,""endTimeInSeconds"":1700269860},{""startTimeInSeconds"":1700270040,""endTimeInSeconds"":1700270460},{""startTimeInSeconds"":1700277720,""endTimeInSeconds"":1700277780},{""startTimeInSeconds"":1700277840,""endTimeInSeconds"":1700278260},{""startTimeInSeconds"":1700278860,""endTimeInSeconds"":1700278980},{""startTimeInSeconds"":1700287140,""endTimeInSeconds"":1700288460},{""startTimeInSeconds"":1700288520,""endTimeInSeconds"":1700289180},{""startTimeInSeconds"":1700289900,""endTimeInSeconds"":1700289960},{""startTimeInSeconds"":1700290020,""endTimeInSeconds"":1700290080}]",,,ENHANCED_FINAL
20/11/2023,37260,19/11/2023 21:26,0,0,9660,22740,4860,780,"[{""startTimeInSeconds"":1700430180,""endTimeInSeconds"":1700431140},{""startTimeInSeconds"":1700432160,""endTimeInSeconds"":1700432400},{""startTimeInSeconds"":1700433120,""endTimeInSeconds"":1700433180},{""startTimeInSeconds"":1700434380,""endTimeInSeconds"":1700437140},{""startTimeInSeconds"":1700439840,""endTimeInSeconds"":1700440860},{""startTimeInSeconds"":1700441400,""endTimeInSeconds"":1700444280},{""startTimeInSeconds"":1700445480,""endTimeInSeconds"":1700445600},{""startTimeInSeconds"":1700451180,""endTimeInSeconds"":1700452800}]","[{""startTimeInSeconds"":1700429160,""endTimeInSeconds"":1700430180},{""startTimeInSeconds"":1700431260,""endTimeInSeconds"":1700432160},{""startTimeInSeconds"":1700432400,""endTimeInSeconds"":1700432820},{""startTimeInSeconds"":1700432880,""endTimeInSeconds"":1700432940},{""startTimeInSeconds"":1700433000,""endTimeInSeconds"":1700433120},{""startTimeInSeconds"":1700433600,""endTimeInSeconds"":1700434380},{""startTimeInSeconds"":1700437140,""endTimeInSeconds"":1700437620},{""startTimeInSeconds"":1700437800,""endTimeInSeconds"":1700438040},{""startTimeInSeconds"":1700438460,""endTimeInSeconds"":1700439840},{""startTimeInSeconds"":1700440860,""endTimeInSeconds"":1700441400},{""startTimeInSeconds"":1700444280,""endTimeInSeconds"":1700445480},{""startTimeInSeconds"":1700445600,""endTimeInSeconds"":1700445960},{""startTimeInSeconds"":1700446260,""endTimeInSeconds"":1700447880},{""startTimeInSeconds"":1700447940,""endTimeInSeconds"":1700451180},{""startTimeInSeconds"":1700452800,""endTimeInSeconds"":1700453460},{""startTimeInSeconds"":1700454240,""endTimeInSeconds"":1700454360},{""startTimeInSeconds"":1700454840,""endTimeInSeconds"":1700455080},{""startTimeInSeconds"":1700455140,""endTimeInSeconds"":1700461500},{""startTimeInSeconds"":1700461860,""endTimeInSeconds"":1700461920},{""startTimeInSeconds"":1700464140,""endTimeInSeconds"":1700466780},{""startTimeInSeconds"":1700466840,""endTimeInSeconds"":1700466960},{""startTimeInSeconds"":1700467020,""endTimeInSeconds"":1700467200}]","[{""startTimeInSeconds"":1700431140,""endTimeInSeconds"":1700431260},{""startTimeInSeconds"":1700432820,""endTimeInSeconds"":1700432880},{""startTimeInSeconds"":1700432940,""endTimeInSeconds"":1700433000},{""startTimeInSeconds"":1700433180,""endTimeInSeconds"":1700433600},{""startTimeInSeconds"":1700466780,""endTimeInSeconds"":1700466840},{""startTimeInSeconds"":1700466960,""endTimeInSeconds"":1700467020}]","[{""startTimeInSeconds"":1700437620,""endTimeInSeconds"":1700437800},{""startTimeInSeconds"":1700438040,""endTimeInSeconds"":1700438460},{""startTimeInSeconds"":1700445960,""endTimeInSeconds"":1700446260},{""startTimeInSeconds"":1700447880,""endTimeInSeconds"":1700447940},{""startTimeInSeconds"":1700453460,""endTimeInSeconds"":1700454240},{""startTimeInSeconds"":1700454360,""endTimeInSeconds"":1700454840},{""startTimeInSeconds"":1700455080,""endTimeInSeconds"":1700455140},{""startTimeInSeconds"":1700461500,""endTimeInSeconds"":1700461860},{""startTimeInSeconds"":1700461920,""endTimeInSeconds"":1700464140}]",,,ENHANCED_TENTATIVE
21/11/2023,37200,20/11/2023 21:37,0,0,4740,29580,2880,780,"[{""startTimeInSeconds"":1700518500,""endTimeInSeconds"":1700519700},{""startTimeInSeconds"":1700521920,""endTimeInSeconds"":1700525460}]","[{""startTimeInSeconds"":1700516220,""endTimeInSeconds"":1700517240},{""startTimeInSeconds"":1700517600,""endTimeInSeconds"":1700518500},{""startTimeInSeconds"":1700519700,""endTimeInSeconds"":1700520360},{""startTimeInSeconds"":1700520420,""endTimeInSeconds"":1700520540},{""startTimeInSeconds"":1700520660,""endTimeInSeconds"":1700521920},{""startTimeInSeconds"":1700525460,""endTimeInSeconds"":1700526000},{""startTimeInSeconds"":1700527080,""endTimeInSeconds"":1700531220},{""startTimeInSeconds"":1700531340,""endTimeInSeconds"":1700533200},{""startTimeInSeconds"":1700533260,""endTimeInSeconds"":1700536740},{""startTimeInSeconds"":1700536800,""endTimeInSeconds"":1700536860},{""startTimeInSeconds"":1700537040,""endTimeInSeconds"":1700537760},{""startTimeInSeconds"":1700537820,""endTimeInSeconds"":1700544180},{""startTimeInSeconds"":1700544300,""endTimeInSeconds"":1700544360},{""startTimeInSeconds"":1700544420,""endTimeInSeconds"":1700544960},{""startTimeInSeconds"":1700545080,""endTimeInSeconds"":1700545140},{""startTimeInSeconds"":1700545200,""endTimeInSeconds"":1700545680},{""startTimeInSeconds"":1700545980,""endTimeInSeconds"":1700546100},{""startTimeInSeconds"":1700546160,""endTimeInSeconds"":1700552820},{""startTimeInSeconds"":1700552940,""endTimeInSeconds"":1700553000},{""startTimeInSeconds"":1700553180,""endTimeInSeconds"":1700553300},{""startTimeInSeconds"":1700553420,""endTimeInSeconds"":1700553660},{""startTimeInSeconds"":1700553720,""endTimeInSeconds"":1700553840}]","[{""startTimeInSeconds"":1700517240,""endTimeInSeconds"":1700517600},{""startTimeInSeconds"":1700520360,""endTimeInSeconds"":1700520420},{""startTimeInSeconds"":1700520540,""endTimeInSeconds"":1700520660},{""startTimeInSeconds"":1700531220,""endTimeInSeconds"":1700531340},{""startTimeInSeconds"":1700533200,""endTimeInSeconds"":1700533260},{""startTimeInSeconds"":1700537760,""endTimeInSeconds"":1700537820}]","[{""startTimeInSeconds"":1700526000,""endTimeInSeconds"":1700527080},{""startTimeInSeconds"":1700536740,""endTimeInSeconds"":1700536800},{""startTimeInSeconds"":1700536860,""endTimeInSeconds"":1700537040},{""startTimeInSeconds"":1700544180,""endTimeInSeconds"":1700544300},{""startTimeInSeconds"":1700544360,""endTimeInSeconds"":1700544420},{""startTimeInSeconds"":1700544960,""endTimeInSeconds"":1700545080},{""startTimeInSeconds"":1700545140,""endTimeInSeconds"":1700545200},{""startTimeInSeconds"":1700545680,""endTimeInSeconds"":1700545980},{""startTimeInSeconds"":1700546100,""endTimeInSeconds"":1700546160},{""startTimeInSeconds"":1700552820,""endTimeInSeconds"":1700552940},{""startTimeInSeconds"":1700553000,""endTimeInSeconds"":1700553180},{""startTimeInSeconds"":1700553300,""endTimeInSeconds"":1700553420},{""startTimeInSeconds"":1700553660,""endTimeInSeconds"":1700553720},{""startTimeInSeconds"":1700553840,""endTimeInSeconds"":1700554200}]",,,ENHANCED_TENTATIVE
22/11/2023,36360,21/11/2023 21:44,0,0,1500,33780,1080,1080,"[{""startTimeInSeconds"":1700611560,""endTimeInSeconds"":1700613060}]","[{""startTimeInSeconds"":1700603040,""endTimeInSeconds"":1700603460},{""startTimeInSeconds"":1700603520,""endTimeInSeconds"":1700603700},{""startTimeInSeconds"":1700604120,""endTimeInSeconds"":1700606580},{""startTimeInSeconds"":1700606700,""endTimeInSeconds"":1700608200},{""startTimeInSeconds"":1700608500,""endTimeInSeconds"":1700611560},{""startTimeInSeconds"":1700613060,""endTimeInSeconds"":1700614020},{""startTimeInSeconds"":1700614560,""endTimeInSeconds"":1700630100},{""startTimeInSeconds"":1700630160,""endTimeInSeconds"":1700631840},{""startTimeInSeconds"":1700631900,""endTimeInSeconds"":1700632020},{""startTimeInSeconds"":1700632200,""endTimeInSeconds"":1700633280},{""startTimeInSeconds"":1700633400,""endTimeInSeconds"":1700638200},{""startTimeInSeconds"":1700638260,""endTimeInSeconds"":1700639340},{""startTimeInSeconds"":1700639520,""endTimeInSeconds"":1700640360},{""startTimeInSeconds"":1700640420,""endTimeInSeconds"":1700640480}]","[{""startTimeInSeconds"":1700603460,""endTimeInSeconds"":1700603520},{""startTimeInSeconds"":1700603700,""endTimeInSeconds"":1700604120},{""startTimeInSeconds"":1700606580,""endTimeInSeconds"":1700606700},{""startTimeInSeconds"":1700608200,""endTimeInSeconds"":1700608500},{""startTimeInSeconds"":1700630100,""endTimeInSeconds"":1700630160},{""startTimeInSeconds"":1700638200,""endTimeInSeconds"":1700638260},{""startTimeInSeconds"":1700640360,""endTimeInSeconds"":1700640420}]","[{""startTimeInSeconds"":1700614020,""endTimeInSeconds"":1700614560},{""startTimeInSeconds"":1700631840,""endTimeInSeconds"":1700631900},{""startTimeInSeconds"":1700632020,""endTimeInSeconds"":1700632200},{""startTimeInSeconds"":1700633280,""endTimeInSeconds"":1700633400},{""startTimeInSeconds"":1700639340,""endTimeInSeconds"":1700639520}]",,,ENHANCED_TENTATIVE
23/11/2023,28260,22/11/2023 22:28,0,0,4980,20940,2340,540,"[{""startTimeInSeconds"":1700692980,""endTimeInSeconds"":1700693100},{""startTimeInSeconds"":1700693220,""endTimeInSeconds"":1700693340},{""startTimeInSeconds"":1700693460,""endTimeInSeconds"":1700693700},{""startTimeInSeconds"":1700694960,""endTimeInSeconds"":1700698020},{""startTimeInSeconds"":1700698140,""endTimeInSeconds"":1700698920},{""startTimeInSeconds"":1700703480,""endTimeInSeconds"":1700703960},{""startTimeInSeconds"":1700710620,""endTimeInSeconds"":1700710800}]","[{""startTimeInSeconds"":1700692080,""endTimeInSeconds"":1700692980},{""startTimeInSeconds"":1700693880,""endTimeInSeconds"":1700694960},{""startTimeInSeconds"":1700698020,""endTimeInSeconds"":1700698140},{""startTimeInSeconds"":1700698980,""endTimeInSeconds"":1700699340},{""startTimeInSeconds"":1700700540,""endTimeInSeconds"":1700703480},{""startTimeInSeconds"":1700703960,""endTimeInSeconds"":1700706540},{""startTimeInSeconds"":1700707140,""endTimeInSeconds"":1700710620},{""startTimeInSeconds"":1700710800,""endTimeInSeconds"":1700711520},{""startTimeInSeconds"":1700711580,""endTimeInSeconds"":1700715960},{""startTimeInSeconds"":1700716380,""endTimeInSeconds"":1700716500},{""startTimeInSeconds"":1700716560,""endTimeInSeconds"":1700717940},{""startTimeInSeconds"":1700718000,""endTimeInSeconds"":1700720880}]","[{""startTimeInSeconds"":1700693100,""endTimeInSeconds"":1700693220},{""startTimeInSeconds"":1700693340,""endTimeInSeconds"":1700693460},{""startTimeInSeconds"":1700693700,""endTimeInSeconds"":1700693880},{""startTimeInSeconds"":1700698920,""endTimeInSeconds"":1700698980},{""startTimeInSeconds"":1700711520,""endTimeInSeconds"":1700711580}]","[{""startTimeInSeconds"":1700699340,""endTimeInSeconds"":1700700540},{""startTimeInSeconds"":1700706540,""endTimeInSeconds"":1700707140},{""startTimeInSeconds"":1700715960,""endTimeInSeconds"":1700716380},{""startTimeInSeconds"":1700716500,""endTimeInSeconds"":1700716560},{""startTimeInSeconds"":1700717940,""endTimeInSeconds"":1700718000}]",,,ENHANCED_TENTATIVE
24/11/2023,32820,23/11/2023 22:50,0,0,6720,22140,3960,360,"[{""startTimeInSeconds"":1700780220,""endTimeInSeconds"":1700781720},{""startTimeInSeconds"":1700782020,""endTimeInSeconds"":1700783940},{""startTimeInSeconds"":1700784000,""endTimeInSeconds"":1700784120},{""startTimeInSeconds"":1700788320,""endTimeInSeconds"":1700789520},{""startTimeInSeconds"":1700790180,""endTimeInSeconds"":1700790840},{""startTimeInSeconds"":1700791500,""endTimeInSeconds"":1700792040},{""startTimeInSeconds"":1700792700,""endTimeInSeconds"":1700793060},{""startTimeInSeconds"":1700799060,""endTimeInSeconds"":1700799480}]","[{""startTimeInSeconds"":1700779800,""endTimeInSeconds"":1700780220},{""startTimeInSeconds"":1700781720,""endTimeInSeconds"":1700782020},{""startTimeInSeconds"":1700783940,""endTimeInSeconds"":1700784000},{""startTimeInSeconds"":1700784120,""endTimeInSeconds"":1700785200},{""startTimeInSeconds"":1700786280,""endTimeInSeconds"":1700788320},{""startTimeInSeconds"":1700789520,""endTimeInSeconds"":1700790180},{""startTimeInSeconds"":1700790840,""endTimeInSeconds"":1700791500},{""startTimeInSeconds"":1700792040,""endTimeInSeconds"":1700792700},{""startTimeInSeconds"":1700793060,""endTimeInSeconds"":1700793720},{""startTimeInSeconds"":1700793960,""endTimeInSeconds"":1700794020},{""startTimeInSeconds"":1700794620,""endTimeInSeconds"":1700795640},{""startTimeInSeconds"":1700796000,""endTimeInSeconds"":1700799060},{""startTimeInSeconds"":1700799480,""endTimeInSeconds"":1700800260},{""startTimeInSeconds"":1700801880,""endTimeInSeconds"":1700812560}]","[{""startTimeInSeconds"":1700795640,""endTimeInSeconds"":1700796000}]","[{""startTimeInSeconds"":1700785200,""endTimeInSeconds"":1700786280},{""startTimeInSeconds"":1700793720,""endTimeInSeconds"":1700793960},{""startTimeInSeconds"":1700794020,""endTimeInSeconds"":1700794620},{""startTimeInSeconds"":1700800260,""endTimeInSeconds"":1700801880},{""startTimeInSeconds"":1700812560,""endTimeInSeconds"":1700812980}]",,,ENHANCED_TENTATIVE
25/11/2023,32160,24/11/2023 23:40,0,0,8400,21660,2100,420,"[{""startTimeInSeconds"":1700869560,""endTimeInSeconds"":1700869860},{""startTimeInSeconds"":1700870040,""endTimeInSeconds"":1700870580},{""startTimeInSeconds"":1700870700,""endTimeInSeconds"":1700872560},{""startTimeInSeconds"":1700873100,""endTimeInSeconds"":1700875260},{""startTimeInSeconds"":1700877900,""endTimeInSeconds"":1700879760},{""startTimeInSeconds"":1700880120,""endTimeInSeconds"":1700881380},{""startTimeInSeconds"":1700887260,""endTimeInSeconds"":1700887680}]","[{""startTimeInSeconds"":1700869200,""endTimeInSeconds"":1700869560},{""startTimeInSeconds"":1700870580,""endTimeInSeconds"":1700870700},{""startTimeInSeconds"":1700872560,""endTimeInSeconds"":1700873100},{""startTimeInSeconds"":1700875260,""endTimeInSeconds"":1700875620},{""startTimeInSeconds"":1700876340,""endTimeInSeconds"":1700876880},{""startTimeInSeconds"":1700876940,""endTimeInSeconds"":1700877900},{""startTimeInSeconds"":1700879760,""endTimeInSeconds"":1700880120},{""startTimeInSeconds"":1700881380,""endTimeInSeconds"":1700883720},{""startTimeInSeconds"":1700884140,""endTimeInSeconds"":1700887260},{""startTimeInSeconds"":1700887680,""endTimeInSeconds"":1700890980},{""startTimeInSeconds"":1700891220,""endTimeInSeconds"":1700891280},{""startTimeInSeconds"":1700891580,""endTimeInSeconds"":1700891640},{""startTimeInSeconds"":1700891700,""endTimeInSeconds"":1700891820},{""startTimeInSeconds"":1700892000,""endTimeInSeconds"":1700892120},{""startTimeInSeconds"":1700892300,""endTimeInSeconds"":1700897400},{""startTimeInSeconds"":1700897460,""endTimeInSeconds"":1700901300},{""startTimeInSeconds"":1700901420,""endTimeInSeconds"":1700901780}]","[{""startTimeInSeconds"":1700869860,""endTimeInSeconds"":1700870040},{""startTimeInSeconds"":1700876880,""endTimeInSeconds"":1700876940},{""startTimeInSeconds"":1700897400,""endTimeInSeconds"":1700897460},{""startTimeInSeconds"":1700901300,""endTimeInSeconds"":1700901420}]","[{""startTimeInSeconds"":1700875620,""endTimeInSeconds"":1700876340},{""startTimeInSeconds"":1700883720,""endTimeInSeconds"":1700884140},{""startTimeInSeconds"":1700890980,""endTimeInSeconds"":1700891220},{""startTimeInSeconds"":1700891280,""endTimeInSeconds"":1700891580},{""startTimeInSeconds"":1700891640,""endTimeInSeconds"":1700891700},{""startTimeInSeconds"":1700891820,""endTimeInSeconds"":1700892000},{""startTimeInSeconds"":1700892120,""endTimeInSeconds"":1700892300}]",,,ENHANCED_TENTATIVE
